Rid;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
25112;contaminacion de la cadena trofica;47.31;2003-03-27;VI del Libertador General Bernardo O'Higgins;Peralillo
25113;mal olor;24.15;2003-12-10;Metropolitana de Santiago;Vitacura
25114;mal olor;1.86;2007-08-22;IX de La Araucania;Nueva Imperial
25115;contaminacion de agua;35.75;2012-12-27;VI del Libertador General Bernardo O'Higgins;Palmilla
25116;radiacion;5.41;1984-04-22;IV de Coquimbo;Punitaqui
25117;contaminacion de suelo;23.17;2004-05-29;IX de La Araucania;Vilcun
25118;contaminacion del aire;25.65;2019-01-29;III de Atacama;Huasco
25119;contaminacion de suelo;26.75;1966-08-12;IX de La Araucania;Vilcun
25120;contaminacion de suelo;5.2;1984-11-26;III de Atacama;Alto del Carmen
25121;contaminacion del aire;49.61;2010-10-14;VII del Maule;Sagrada Familia
25122;plagas;23.23;2007-05-29;Metropolitana de Santiago;Paine
25123;contaminacion de la cadena trofica;42.57;2007-06-02;IV de Coquimbo;La Higuera
25124;mal olor;29.34;2002-01-08;Metropolitana de Santiago;Padre Hurtado
25125;mal olor;39.31;2011-05-26;VIII del Bio-Bio;Concepcion
25126;radiacion;1.71;1990-03-10;IV de Coquimbo;La Higuera
25127;radiacion;31.5;2018-02-24;VI del Libertador General Bernardo O'Higgins;Peralillo
25128;plagas;13.38;1972-06-30;V de Valparaiso;Quillota
25129;radiacion;3.46;1980-10-26;VIII del Bio-Bio;Nacimiento
25130;contaminacion de suelo;28.51;1989-07-03;V de Valparaiso;Puchuncavi
25131;mal olor;4.3;2019-04-14;V de Valparaiso;Casablanca
25132;contaminacion de suelo;22.78;2015-04-19;Metropolitana de Santiago;Puente Alto
25133;ruido;40.37;1971-06-15;Metropolitana de Santiago;San Bernardo
25134;radiacion;37.94;1998-08-07;V de Valparaiso;La Ligua
25135;plagas;29.95;1979-12-28;V de Valparaiso;Catemu
25136;contaminacion de agua;49.67;2000-02-11;IX de La Araucania;Los Sauces
25137;radiacion;14.68;1979-02-25;Metropolitana de Santiago;Lo Barnechea
25138;contaminacion de la cadena trofica;28.46;2017-12-22;V de Valparaiso;Llaillay
25139;mal olor;13.25;2013-11-25;V de Valparaiso;Papudo
25140;plagas;20.86;2001-11-22;IV de Coquimbo;Monte Patria
25141;ruido;8.37;2017-06-19;III de Atacama;Freirina
25142;contaminacion de agua;28.61;1998-01-20;X de Los Lagos;Dalcahue
25143;destruccion del medio ambiente;18.55;1997-08-25;IV de Coquimbo;Canela
25144;destruccion del medio ambiente;21.92;1965-07-18;X de Los Lagos;Llanquihue
25145;contaminacion de suelo;23.81;2016-09-12;VII del Maule;San Javier
25146;ruido;39.71;1989-04-19;X de Los Lagos;Cochamo
25147;plagas;19.22;1984-11-14;V de Valparaiso;Papudo
25148;mal olor;18.86;2014-11-17;IV de Coquimbo;Ovalle
25149;ruido;45.59;2000-05-26;IX de La Araucania;Padre Las Casas
25150;mal olor;48.55;2010-01-22;X de Los Lagos;Futaleufu
25151;contaminacion del aire;26.32;2018-11-08;III de Atacama;Vallenar
25152;destruccion del medio ambiente;43.06;2002-11-03;IX de La Araucania;Ercilla
25153;contaminacion de agua;34.56;2016-07-21;IV de Coquimbo;La Higuera
25154;mal olor;9.4;2006-01-12;XVI de Ñuble;Quirihue
25155;plagas;31.18;2013-04-28;X de Los Lagos;Quinchao
25156;contaminacion de la cadena trofica;21.21;2010-06-09;V de Valparaiso;Viña del Mar
25157;destruccion del medio ambiente;49.64;1989-05-30;V de Valparaiso;El Quisco
25158;contaminacion de agua;24.69;2001-09-24;XVI de Ñuble;San Carlos
25159;radiacion;7.56;2014-03-06;VII del Maule;Pelluhue
25160;mal olor;23.66;1999-03-02;IX de La Araucania;Nueva Imperial
25161;contaminacion de la cadena trofica;5.37;2016-03-11;XII de Magallanes y de La Antartica Chilena;Torres del Paine
25162;contaminacion de la cadena trofica;6.52;2017-06-25;IX de La Araucania;Saavedra
25163;contaminacion del aire;0.38;1972-04-28;Metropolitana de Santiago;Lampa
25164;contaminacion de agua;19.54;2005-01-11;I de Tarapaca;Colchane
25165;destruccion del medio ambiente;5.96;2001-10-18;Metropolitana de Santiago;Santiago
25166;mal olor;49.65;2016-08-02;Metropolitana de Santiago;Buin
25167;radiacion;26.42;2012-11-09;X de Los Lagos;Dalcahue
25168;destruccion del medio ambiente;42.53;1996-07-09;VI del Libertador General Bernardo O'Higgins;Machali
25169;plagas;44.16;1994-09-07;VIII del Bio-Bio;Yumbel
25170;contaminacion de agua;23.54;2005-11-25;X de Los Lagos;Chonchi
25171;ruido;25.45;2017-01-13;IV de Coquimbo;Combarbala
25172;contaminacion de suelo;32.41;2003-02-04;IV de Coquimbo;Monte Patria
25173;contaminacion de la cadena trofica;11.11;2011-12-15;Metropolitana de Santiago;Tiltil
25174;destruccion del medio ambiente;6.02;2007-12-01;IV de Coquimbo;La Higuera
25175;contaminacion de suelo;12.56;2007-01-07;IV de Coquimbo;Andacollo
25176;contaminacion de la cadena trofica;15.13;1986-11-06;II de Antofagasta;Calama
25177;destruccion del medio ambiente;32.12;2016-03-21;IX de La Araucania;Temuco
25178;destruccion del medio ambiente;46.11;1983-11-05;XIV de Los Rios;Los Lagos
25179;plagas;46.86;1973-10-23;IX de La Araucania;Melipeuco
25180;ruido;7.81;1988-09-06;V de Valparaiso;Panquehue
25181;plagas;0.21;2004-12-16;IV de Coquimbo;Salamanca
25182;contaminacion de agua;16.69;2005-01-25;VI del Libertador General Bernardo O'Higgins;Lolol
25183;ruido;39.82;2004-07-06;VII del Maule;Curepto
25184;contaminacion de suelo;2.05;2019-04-22;Metropolitana de Santiago;Las Condes
25185;destruccion del medio ambiente;14.16;1992-09-29;XVI de Ñuble;Bulnes
25186;contaminacion de agua;5.74;2009-12-21;Metropolitana de Santiago;Recoleta
25187;contaminacion de la cadena trofica;43.37;1963-02-10;VIII del Bio-Bio;Tucapel
25188;ruido;15.66;2017-07-28;VI del Libertador General Bernardo O'Higgins;Placilla
25189;ruido;47.35;2009-09-05;I de Tarapaca;Pica
25190;mal olor;8.85;2009-08-08;VII del Maule;Sagrada Familia
25191;contaminacion del aire;5.25;1967-05-02;Metropolitana de Santiago;San Pedro
25192;radiacion;27.29;2012-10-17;X de Los Lagos;Futaleufu
25193;ruido;17.67;1981-06-07;XVI de Ñuble;Coihueco
25194;ruido;16.76;2000-09-14;VII del Maule;Linares
25195;contaminacion de la cadena trofica;43.44;2015-04-10;V de Valparaiso;Panquehue
25196;contaminacion del aire;11.14;2012-05-14;Metropolitana de Santiago;Maria Pinto
25197;contaminacion de la cadena trofica;38.61;2018-05-02;Metropolitana de Santiago;Peñalolen
25198;ruido;9.34;2015-08-02;IX de La Araucania;Curarrehue
25199;ruido;40.28;2000-02-08;VII del Maule;Retiro
25200;contaminacion de agua;8;2001-02-01;XVI de Ñuble;Bulnes
25201;contaminacion de suelo;46.77;2013-05-23;Metropolitana de Santiago;San Jose de Maipo
25202;destruccion del medio ambiente;42.69;2001-10-06;II de Antofagasta;Mejillones
25203;destruccion del medio ambiente;24.38;2000-07-28;VII del Maule;San Rafael
25204;contaminacion de la cadena trofica;41.16;2013-03-15;V de Valparaiso;Olmue
25205;contaminacion del aire;48.29;2004-12-03;Metropolitana de Santiago;Alhue
25206;destruccion del medio ambiente;45.57;2019-02-23;VIII del Bio-Bio;Nacimiento
25207;ruido;46.37;1987-04-01;VI del Libertador General Bernardo O'Higgins;Olivar
25208;plagas;29.93;1982-01-20;VIII del Bio-Bio;Negrete
25209;contaminacion de agua;7.98;2018-11-26;VI del Libertador General Bernardo O'Higgins;Santa Cruz
25210;contaminacion de la cadena trofica;42.1;2017-07-23;VI del Libertador General Bernardo O'Higgins;Peumo
25211;mal olor;5.36;2013-05-18;IV de Coquimbo;Ovalle
25212;contaminacion de suelo;29.08;2017-03-26;V de Valparaiso;Papudo
25213;destruccion del medio ambiente;25.16;1984-02-19;Metropolitana de Santiago;Pirque
25214;radiacion;26.92;2000-02-25;VIII del Bio-Bio;Contulmo
25215;mal olor;26.18;2006-09-18;IV de Coquimbo;Vicuña
25216;ruido;28.37;2017-09-03;III de Atacama;Vallenar
25217;contaminacion de suelo;33.5;1984-08-02;XI de Aysen del General Carlos Ibañez del Campo;Guaitecas
25218;contaminacion del aire;19.03;1971-09-09;XVI de Ñuble;San Carlos
25219;contaminacion de la cadena trofica;42.76;1994-08-10;VIII del Bio-Bio;Lebu
25220;radiacion;1.8;1989-02-07;VI del Libertador General Bernardo O'Higgins;Paredones
25221;contaminacion de agua;38.29;2017-06-08;IV de Coquimbo;Punitaqui
25222;contaminacion de agua;14.25;2011-07-04;VII del Maule;Longavi
25223;contaminacion de agua;23.15;2016-07-12;VII del Maule;San Rafael
25224;ruido;10.33;1969-04-07;XI de Aysen del General Carlos Ibañez del Campo;Rio Ibañez
25225;ruido;26.86;1974-09-02;VIII del Bio-Bio;Hualqui
25226;contaminacion del aire;35.29;2002-08-27;II de Antofagasta;Mejillones
25227;radiacion;45.26;1979-11-08;VI del Libertador General Bernardo O'Higgins;Placilla
25228;ruido;18.41;2010-01-09;IX de La Araucania;Pucon
25229;contaminacion de agua;25.8;2005-10-02;IX de La Araucania;Villarrica
25230;contaminacion de suelo;33.53;1984-01-17;II de Antofagasta;Ollague
25231;radiacion;41.57;2014-04-07;Metropolitana de Santiago;Vitacura
25232;radiacion;26.93;2009-03-06;X de Los Lagos;Dalcahue
25233;radiacion;39.9;2015-12-22;XIV de Los Rios;Valdivia
25234;radiacion;36.73;2008-05-10;III de Atacama;Freirina
25235;contaminacion de agua;3.36;2017-09-23;VIII del Bio-Bio;Negrete
25236;destruccion del medio ambiente;19.12;1965-01-14;IX de La Araucania;Cholchol
25237;ruido;17.72;1997-12-24;IV de Coquimbo;Paiguano
25238;radiacion;31.51;2015-08-03;VIII del Bio-Bio;Cabrero
25239;contaminacion de la cadena trofica;18.52;2017-02-16;VI del Libertador General Bernardo O'Higgins;Pichilemu
25240;ruido;16.29;1993-11-30;I de Tarapaca;Camiña
25241;radiacion;10.81;2004-02-04;VIII del Bio-Bio;Chiguayante
25242;contaminacion de agua;41.62;1998-03-21;VII del Maule;Chanco
25243;contaminacion de la cadena trofica;6.99;2016-10-02;XII de Magallanes y de La Antartica Chilena;Natales
25244;ruido;16.23;1996-10-05;VII del Maule;Constitucion
25245;mal olor;38.74;1991-08-04;VIII del Bio-Bio;Lebu
25246;contaminacion de suelo;9.8;2004-08-28;XVI de Ñuble;Ranquil
25247;plagas;3.52;1979-03-07;V de Valparaiso;Santa Maria
25248;radiacion;46.6;2012-12-01;VII del Maule;Villa Alegre
25249;radiacion;36.4;2017-07-07;IX de La Araucania;Vilcun
25250;radiacion;7.16;1992-06-08;XIV de Los Rios;Panguipulli
25251;contaminacion de agua;46.39;1986-04-21;Metropolitana de Santiago;Tiltil
25252;plagas;25.31;1982-01-01;Metropolitana de Santiago;Peñaflor
25253;ruido;21.5;1967-11-25;V de Valparaiso;Los Andes
25254;plagas;14.44;1993-03-11;II de Antofagasta;Antofagasta
25255;ruido;38.9;1978-01-26;IX de La Araucania;Puren
25256;contaminacion de agua;23.16;2009-08-27;IX de La Araucania;Vilcun
25257;contaminacion de suelo;27.45;2012-01-28;IV de Coquimbo;La Serena
25258;contaminacion del aire;34.09;1976-07-13;Metropolitana de Santiago;San Ramon
25259;contaminacion de agua;9.93;2019-04-10;Metropolitana de Santiago;Talagante
25260;plagas;2.29;2006-01-10;VII del Maule;Parral
25261;mal olor;20.92;1964-05-30;XI de Aysen del General Carlos Ibañez del Campo;Cisnes
25262;plagas;39.69;2003-10-21;XIV de Los Rios;La Union
25263;ruido;27.22;2017-06-10;Metropolitana de Santiago;San Ramon
25264;mal olor;3.77;1974-09-13;VII del Maule;Retiro
25265;ruido;32.65;2018-07-01;Metropolitana de Santiago;San Ramon
25266;mal olor;23.74;2015-08-21;X de Los Lagos;San Juan de la Costa
25267;contaminacion de agua;32.78;1996-12-01;V de Valparaiso;Isla de Pascua
25268;destruccion del medio ambiente;2.96;1991-02-16;V de Valparaiso;Concon
25269;mal olor;41.88;2008-08-14;VII del Maule;San Javier
25270;plagas;42.92;2018-02-19;XVI de Ñuble;Yungay
25271;radiacion;37.55;2013-08-14;III de Atacama;Huasco
25272;contaminacion de la cadena trofica;43.93;2011-01-16;VI del Libertador General Bernardo O'Higgins;Marchihue
25273;contaminacion del aire;30.82;1988-08-06;X de Los Lagos;Rio Negro
25274;contaminacion de suelo;19.87;1986-01-02;X de Los Lagos;Maullin
25275;plagas;30.22;2018-06-20;XII de Magallanes y de La Antartica Chilena;Natales
25276;contaminacion de la cadena trofica;10.81;1961-06-08;V de Valparaiso;Quintero
25277;mal olor;45.39;2017-03-27;Metropolitana de Santiago;Curacavi
25278;ruido;17.25;2014-03-15;IV de Coquimbo;Rio Hurtado
25279;plagas;23.21;2006-10-15;VI del Libertador General Bernardo O'Higgins;Litueche
25280;contaminacion del aire;3.66;1968-06-02;X de Los Lagos;Puqueldon
25281;plagas;49.88;1984-03-15;XI de Aysen del General Carlos Ibañez del Campo;Lago Verde
25282;contaminacion de suelo;41.98;1985-03-24;VI del Libertador General Bernardo O'Higgins;Las Cabras
25283;plagas;25.78;1995-08-14;VIII del Bio-Bio;Santa Barbara
25284;destruccion del medio ambiente;38.94;2002-04-26;Metropolitana de Santiago;Cerro Navia
25285;radiacion;4.37;1999-02-25;IV de Coquimbo;Rio Hurtado
25286;radiacion;28.19;2004-03-02;X de Los Lagos;Cochamo
25287;ruido;26.68;2004-08-15;VI del Libertador General Bernardo O'Higgins;Pichilemu
25288;contaminacion de agua;4.94;2002-02-26;XII de Magallanes y de La Antartica Chilena;San Gregorio
25289;contaminacion de suelo;42.18;2004-03-07;XIV de Los Rios;Paillaco
25290;contaminacion de agua;49.67;2015-05-03;IV de Coquimbo;Combarbala
25291;plagas;34.79;1997-09-13;X de Los Lagos;Calbuco
25292;contaminacion de la cadena trofica;32.28;1997-11-01;X de Los Lagos;Llanquihue
25293;plagas;38.47;1990-02-10;VIII del Bio-Bio;Quilaco
25294;contaminacion de la cadena trofica;34.57;2012-01-31;VIII del Bio-Bio;Coronel
25295;plagas;48.76;1990-06-05;Metropolitana de Santiago;Padre Hurtado
25296;mal olor;30.85;2003-12-09;III de Atacama;Alto del Carmen
25297;contaminacion del aire;26.52;1997-11-19;XI de Aysen del General Carlos Ibañez del Campo;Coihaique
25298;contaminacion del aire;43.7;1972-11-07;VI del Libertador General Bernardo O'Higgins;Rancagua
25299;ruido;19.46;1984-10-03;IX de La Araucania;Gorbea
25300;destruccion del medio ambiente;44.21;2013-01-29;XI de Aysen del General Carlos Ibañez del Campo;Rio Ibañez
25301;destruccion del medio ambiente;21.32;2001-02-03;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
25302;contaminacion de agua;7.83;2006-11-12;VI del Libertador General Bernardo O'Higgins;Paredones
25303;contaminacion de agua;5.08;2018-09-16;X de Los Lagos;Ancud
25304;destruccion del medio ambiente;41.02;2009-01-26;IX de La Araucania;Lonquimay
25305;contaminacion del aire;33.33;2013-01-02;VI del Libertador General Bernardo O'Higgins;Codegua
25306;radiacion;45.19;2018-11-20;VIII del Bio-Bio;Antuco
25307;contaminacion de la cadena trofica;27.77;2016-04-28;V de Valparaiso;La Cruz
25308;contaminacion de agua;49.22;1985-01-25;XII de Magallanes y de La Antartica Chilena;Punta Arenas
25309;destruccion del medio ambiente;5.74;1968-10-02;X de Los Lagos;San Pablo
25310;contaminacion de agua;46.53;2006-06-29;V de Valparaiso;La Ligua
25311;mal olor;2.75;1977-06-08;III de Atacama;Tierra Amarilla
25312;radiacion;37.29;1989-02-20;VI del Libertador General Bernardo O'Higgins;Malloa
25313;destruccion del medio ambiente;23.57;2007-11-28;XII de Magallanes y de La Antartica Chilena;Antartica
25314;radiacion;7.44;1981-03-17;Metropolitana de Santiago;Pedro Aguirre Cerda
25315;contaminacion de suelo;42.82;1993-07-08;XII de Magallanes y de La Antartica Chilena;Timaukel
25316;ruido;2.36;1992-05-18;XVI de Ñuble;Ranquil
25317;destruccion del medio ambiente;43.94;1975-03-10;VI del Libertador General Bernardo O'Higgins;Doñihue
25318;contaminacion del aire;39.25;2019-05-28;XIV de Los Rios;Mariquina
25319;contaminacion de suelo;27.8;2009-01-06;Metropolitana de Santiago;Huechuraba
25320;contaminacion de agua;29.28;1994-08-05;Metropolitana de Santiago;Quilicura
25321;ruido;13.46;2010-10-03;II de Antofagasta;San Pedro de Atacama
25322;mal olor;21.12;2001-04-27;Metropolitana de Santiago;Lo Barnechea
25323;contaminacion de suelo;47.99;1978-03-08;IX de La Araucania;Nueva Imperial
25324;contaminacion de agua;3.6;2007-04-06;VIII del Bio-Bio;Tucapel
25325;destruccion del medio ambiente;45.85;2019-05-02;Metropolitana de Santiago;Lo Prado
25326;ruido;40.88;2006-02-06;X de Los Lagos;Puerto Octay
25327;radiacion;5.81;2014-04-03;VIII del Bio-Bio;Mulchen
25328;ruido;44.95;2011-03-14;VII del Maule;Pencahue
25329;mal olor;21.21;2018-12-12;IX de La Araucania;Curacautin
25330;mal olor;33.76;1993-03-23;X de Los Lagos;San Pablo
25331;contaminacion de suelo;41.76;1974-02-22;XI de Aysen del General Carlos Ibañez del Campo;Cisnes
25332;mal olor;14.72;1998-04-19;VII del Maule;Rio Claro
25333;contaminacion de suelo;14.84;1995-10-28;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
25334;plagas;25.7;2007-01-22;XIV de Los Rios;Mafil
25335;contaminacion de la cadena trofica;6.84;2007-03-21;VIII del Bio-Bio;Santa Barbara
25336;contaminacion del aire;14.18;2007-08-24;Metropolitana de Santiago;El Bosque
25337;mal olor;19.43;1978-02-16;IX de La Araucania;Puren
25338;ruido;8.9;2019-04-02;VII del Maule;Empedrado
25339;contaminacion de suelo;15.67;2003-08-08;I de Tarapaca;Colchane
25340;ruido;6.23;2001-08-04;IX de La Araucania;Vilcun
25341;contaminacion del aire;29.85;2018-09-09;Metropolitana de Santiago;Quinta Normal
25342;contaminacion del aire;42.89;1998-03-05;IX de La Araucania;Curacautin
25343;mal olor;5.59;2010-12-23;Metropolitana de Santiago;Tiltil
25344;destruccion del medio ambiente;13.93;1958-01-10;VIII del Bio-Bio;Concepcion
25345;mal olor;9.33;1987-07-19;VII del Maule;Teno
25346;contaminacion de agua;7.42;2019-04-13;V de Valparaiso;Petorca
25347;contaminacion del aire;27.59;2004-10-31;Metropolitana de Santiago;Lo Barnechea
25348;ruido;7.48;2015-09-20;I de Tarapaca;Pozo Almonte
25349;destruccion del medio ambiente;14.97;1968-10-19;Metropolitana de Santiago;Peñaflor
25350;contaminacion del aire;5.53;2017-05-03;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
25351;radiacion;29.96;2008-07-01;Metropolitana de Santiago;Providencia
25352;contaminacion de agua;0.56;2009-08-27;Metropolitana de Santiago;Talagante
25353;plagas;41.24;2005-05-14;II de Antofagasta;San Pedro de Atacama
25354;destruccion del medio ambiente;44.96;2002-03-13;XII de Magallanes y de La Antartica Chilena;Natales
25355;contaminacion del aire;24.39;1981-03-02;V de Valparaiso;Santa Maria
25356;contaminacion de agua;28.68;1992-04-12;X de Los Lagos;Futaleufu
25357;contaminacion de suelo;48.49;2019-07-26;VIII del Bio-Bio;Santa Juana
25358;contaminacion de la cadena trofica;48.62;2012-05-18;II de Antofagasta;Maria Elena
25359;ruido;23.68;2017-05-13;I de Tarapaca;Colchane
25360;radiacion;10.82;2019-07-06;Metropolitana de Santiago;La Cisterna
25361;ruido;19.99;2011-09-05;XVI de Ñuble;Yungay
25362;ruido;28.79;2014-10-20;IX de La Araucania;Puren
25363;ruido;11.01;2009-02-16;IX de La Araucania;Cholchol
25364;contaminacion del aire;12.84;1973-11-30;VII del Maule;Talca
25365;contaminacion de la cadena trofica;19.32;1979-06-07;X de Los Lagos;San Juan de la Costa
25366;contaminacion de agua;22.06;1994-01-23;VII del Maule;Talca
25367;contaminacion del aire;4.23;2002-05-28;Metropolitana de Santiago;Paine
25368;plagas;11.17;2018-02-14;VIII del Bio-Bio;San Pedro de la Paz
25369;plagas;14.5;2019-07-19;XVI de Ñuble;San Nicolas
25370;contaminacion de suelo;6.61;1972-03-20;X de Los Lagos;Puerto Octay
25371;plagas;23.84;1994-07-08;VII del Maule;Licanten
25372;contaminacion de la cadena trofica;49.62;2009-04-07;Metropolitana de Santiago;Padre Hurtado
25373;radiacion;21.19;1994-11-17;XVI de Ñuble;San Carlos
25374;plagas;25.24;2010-10-03;X de Los Lagos;Hualaihue
25375;plagas;23.18;2005-03-09;Metropolitana de Santiago;San Miguel
25376;radiacion;42.85;1968-05-28;II de Antofagasta;Tocopilla
25377;contaminacion de la cadena trofica;46.56;1991-11-18;Metropolitana de Santiago;El Bosque
25378;radiacion;36.02;1988-11-07;VII del Maule;Hualañe
25379;contaminacion de agua;25.01;2008-02-27;Metropolitana de Santiago;Pedro Aguirre Cerda
