numero;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
24359-6415-BM;contaminacion del aire;7.96;08-08-2011;Metropolitana de Santiago;Tiltil
95303-21948-JI;mal olor;27.18;17-02-2013;Metropolitana de Santiago;Quilicura
4222-10910-HH;destruccion del medio ambiente;17.47;02-12-1987;VI del Libertador General Bernardo O'Higgins;Peumo
13956-81491-OD;ruido;44.12;30-10-2004;VII del Maule;Teno
33678-41515-OL;contaminacion de suelo;14.32;24-01-1997;Metropolitana de Santiago;Buin
81591-85779-KA;contaminacion del aire;21.08;06-10-1999;Metropolitana de Santiago;La Pintana
62319-67773-GM;contaminacion de suelo;18.3;27-10-1974;IX de La Araucania;Vilcun
91439-26048-EB;ruido;42.47;13-06-1998;VIII del Bio-Bio;Cabrero
27760-59340-BK;contaminacion de la cadena trofica;35.79;14-01-2002;II de Antofagasta;Ollague
71597-66961-KI;plagas;2.66;13-12-1965;V de Valparaiso;Juan Fernandez
19549-6547-OM;destruccion del medio ambiente;36.32;09-08-2012;XVI de Ñuble;San Nicolas
13209-26748-MN;contaminacion de suelo;35.57;01-08-1958;VIII del Bio-Bio;Concepcion
60646-4407-EB;mal olor;13.69;22-06-2019;IV de Coquimbo;Rio Hurtado
98662-10100-JB;mal olor;4.13;21-09-2015;II de Antofagasta;Antofagasta
7649-58457-MB;plagas;21.55;15-08-2014;Metropolitana de Santiago;El Bosque
45938-61826-JB;destruccion del medio ambiente;4.25;12-12-2009;Metropolitana de Santiago;Paine
19595-47542-HN;contaminacion de agua;7.82;31-01-2017;III de Atacama;Copiapo
91996-46576-HF;contaminacion de suelo;17.7;19-01-2001;IV de Coquimbo;La Higuera
34006-27421-IE;contaminacion de agua;26.77;17-12-2008;VII del Maule;Talca
46165-31368-AG;destruccion del medio ambiente;20.88;19-03-2019;XII de Magallanes y de La Antartica Chilena;Rio Verde
52593-30432-JA;contaminacion de la cadena trofica;37.46;17-05-1994;V de Valparaiso;La Cruz
57698-57670-IN;contaminacion de agua;41.39;30-07-2003;VII del Maule;Romeral
96095-28127-KM;contaminacion del aire;34.08;06-03-1982;V de Valparaiso;Calera
2662-39693-BF;plagas;34.69;28-04-1986;XVI de Ñuble;Quillon
55646-95264-LD;contaminacion de la cadena trofica;49.74;11-11-2012;I de Tarapaca;Iquique
23261-75033-NI;plagas;32.47;25-06-2000;III de Atacama;Copiapo
16900-65593-LA;contaminacion de la cadena trofica;38.54;27-05-1995;V de Valparaiso;Limache
14241-16116-DK;mal olor;38.92;30-03-2001;VIII del Bio-Bio;San Pedro de la Paz
44970-85888-II;ruido;40.13;16-04-2019;VIII del Bio-Bio;Florida
23314-75429-HI;plagas;48.69;24-02-1993;VIII del Bio-Bio;Hualpen
69767-92874-ME;contaminacion de la cadena trofica;33.45;21-02-1983;V de Valparaiso;Quillota
87475-93626-NB;radiacion;0.88;19-04-2008;Metropolitana de Santiago;La Reina
73630-31908-LL;radiacion;22.67;27-08-2001;Metropolitana de Santiago;Tiltil
92824-49310-IE;contaminacion de suelo;47.91;28-06-1971;XVI de Ñuble;San Nicolas
56329-14497-HB;plagas;4.73;01-02-2008;VI del Libertador General Bernardo O'Higgins;Chepica
68870-7661-NN;contaminacion del aire;30.27;11-11-1994;XIV de Los Rios;Rio Bueno
35361-36528-IB;contaminacion de suelo;12.1;16-12-2007;IV de Coquimbo;Monte Patria
16717-4057-EM;radiacion;47.78;19-06-2019;X de Los Lagos;San Pablo
48075-35782-IB;ruido;11.1;12-06-2015;VIII del Bio-Bio;Los Angeles
38111-47792-NL;mal olor;25.98;04-07-2007;XVI de Ñuble;San Fabian
33033-91723-HL;contaminacion del aire;30.49;17-06-2013;Metropolitana de Santiago;Peñalolen
55891-36271-GK;ruido;35.96;21-07-1986;IX de La Araucania;Nueva Imperial
99206-78544-JN;contaminacion de agua;49.72;26-06-1974;V de Valparaiso;Limache
99894-92901-KH;destruccion del medio ambiente;33.49;05-08-2019;Metropolitana de Santiago;El Bosque
55043-24482-FJ;destruccion del medio ambiente;3.85;10-08-2018;XVI de Ñuble;Quirihue
64856-51763-ON;contaminacion de suelo;11.17;04-02-2013;VIII del Bio-Bio;Nacimiento
83267-12742-IG;contaminacion de agua;7.9;21-04-2002;III de Atacama;Diego de Almagro
93010-43929-LA;destruccion del medio ambiente;0.79;09-05-1986;VI del Libertador General Bernardo O'Higgins;Placilla
2366-40104-IJ;destruccion del medio ambiente;8.79;26-03-2005;V de Valparaiso;Concon
25122-68522-GD;destruccion del medio ambiente;47.57;20-01-1977;V de Valparaiso;Rinconada
48849-34639-KD;contaminacion del aire;13.19;29-03-2019;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
81687-78438-KE;contaminacion de agua;19.16;04-09-2000;VII del Maule;Constitucion
76945-7136-JI;plagas;36.04;13-08-2002;IX de La Araucania;Galvarino
30308-69653-OD;contaminacion del aire;38.29;30-07-1971;Metropolitana de Santiago;Providencia
67551-53000-JG;ruido;8.02;24-11-2013;IX de La Araucania;Angol
25100-20759-NK;contaminacion del aire;13.95;15-03-1997;IX de La Araucania;Pitrufquen
30676-27748-NB;radiacion;24.91;13-02-2011;XVI de Ñuble;Chillan
59856-85149-IK;radiacion;28.31;24-12-2014;VI del Libertador General Bernardo O'Higgins;Rengo
89205-38698-FI;contaminacion de suelo;4.11;21-11-2016;X de Los Lagos;Hualaihue
41066-92927-BI;ruido;47.45;03-02-2012;X de Los Lagos;Fresia
67744-10105-II;mal olor;20.71;20-07-2005;XI de Aysen del General Carlos Ibañez del Campo;Guaitecas
46932-12019-EI;ruido;37.61;10-02-2013;IX de La Araucania;Galvarino
18694-77104-EF;contaminacion de suelo;26.55;11-02-1994;VIII del Bio-Bio;Tucapel
9835-39124-GN;plagas;30.02;12-03-1986;VIII del Bio-Bio;Cabrero
34029-6060-GN;contaminacion de la cadena trofica;24.32;29-11-2009;XVI de Ñuble;San Carlos
58047-77206-BN;radiacion;38.22;29-11-1997;Metropolitana de Santiago;Pedro Aguirre Cerda
84589-10409-GK;destruccion del medio ambiente;3.76;08-05-1993;V de Valparaiso;Santo Domingo
88925-78393-MJ;destruccion del medio ambiente;7.72;18-01-2012;X de Los Lagos;San Pablo
76502-11960-AL;radiacion;16.08;16-12-2016;XVI de Ñuble;Coelemu
65813-77362-JF;mal olor;6.06;30-12-2012;VIII del Bio-Bio;Quilleco
27523-45133-AL;plagas;30.15;11-12-2018;VII del Maule;Hualañe
61021-25494-EM;ruido;4.6;21-09-2015;XII de Magallanes y de La Antartica Chilena;San Gregorio
82147-5951-AE;radiacion;25.92;19-10-2006;X de Los Lagos;Hualaihue
18033-98172-BO;contaminacion del aire;30.37;13-06-2010;XIV de Los Rios;Valdivia
74122-69257-AD;contaminacion del aire;9.98;30-11-1996;V de Valparaiso;Calle Larga
63593-2377-JK;radiacion;36.9;13-01-1997;Metropolitana de Santiago;San Bernardo
13368-62575-BJ;contaminacion de agua;2.59;16-10-1979;XII de Magallanes y de La Antartica Chilena;San Gregorio
12783-75746-OJ;contaminacion de la cadena trofica;28.46;20-02-2012;III de Atacama;Alto del Carmen
11538-9999-FI;destruccion del medio ambiente;41.2;31-07-2011;Metropolitana de Santiago;San Ramon
82543-54049-AL;mal olor;19.69;07-06-2018;XVI de Ñuble;Chillan
82474-82906-EI;contaminacion del aire;30.26;22-10-2016;X de Los Lagos;Queilen
73543-68395-GF;contaminacion de la cadena trofica;40.6;07-12-2017;XVI de Ñuble;Pinto
59789-26890-MJ;mal olor;13.23;20-11-2017;II de Antofagasta;San Pedro de Atacama
88936-33939-ME;contaminacion del aire;33.59;02-10-1983;VIII del Bio-Bio;Florida
44857-74846-EK;contaminacion de suelo;2.18;14-06-2008;IX de La Araucania;Collipulli
8336-28622-BM;destruccion del medio ambiente;40.63;22-07-2016;V de Valparaiso;Panquehue
95430-5101-GF;contaminacion de suelo;44.6;23-01-2010;VII del Maule;Cauquenes
57958-41707-AK;destruccion del medio ambiente;18.91;30-03-1987;XVI de Ñuble;El Carmen
66204-7058-BK;destruccion del medio ambiente;35.73;28-05-1998;XVI de Ñuble;Chillan Viejo
95866-17316-DJ;contaminacion de la cadena trofica;20.83;22-08-1984;II de Antofagasta;Tocopilla
62383-5402-JN;contaminacion del aire;44.68;06-03-2013;Metropolitana de Santiago;El Bosque
94787-52032-BK;plagas;44.29;24-07-2019;IX de La Araucania;Curarrehue
83626-61020-BK;contaminacion del aire;6.95;15-09-2001;Metropolitana de Santiago;Providencia
62275-6466-OJ;plagas;1.2;02-10-2013;VI del Libertador General Bernardo O'Higgins;Santa Cruz
80207-10622-LF;destruccion del medio ambiente;23.13;09-01-2009;IX de La Araucania;Pitrufquen
13322-70267-FB;ruido;49.65;25-08-2011;V de Valparaiso;Putaendo
42434-10011-NF;contaminacion de agua;3.59;17-01-2003;Metropolitana de Santiago;Santiago
88086-29192-BB;destruccion del medio ambiente;27.11;02-01-1991;XIV de Los Rios;La Union
16823-33990-DG;mal olor;22.65;10-09-2005;VII del Maule;Romeral
96121-38250-HI;ruido;12.35;02-04-2014;VIII del Bio-Bio;Curanilahue
75310-5003-KO;destruccion del medio ambiente;43.03;18-04-1987;IX de La Araucania;Vilcun
12574-26724-DL;radiacion;0.71;21-07-2003;Metropolitana de Santiago;Curacavi
64581-1785-KB;contaminacion de la cadena trofica;19.69;07-12-1995;V de Valparaiso;Casablanca
83402-1453-EK;contaminacion de la cadena trofica;6.75;27-08-2014;Metropolitana de Santiago;Quilicura
99125-64068-AD;mal olor;14.87;08-07-2016;VII del Maule;Rio Claro
43555-16630-MB;contaminacion del aire;32.82;15-12-2015;IX de La Araucania;Cholchol
18667-6150-IF;contaminacion de suelo;36.57;13-03-2019;Metropolitana de Santiago;La Granja
45115-65362-BG;contaminacion de agua;5.49;11-12-2006;VI del Libertador General Bernardo O'Higgins;La Estrella
20988-96486-KK;contaminacion de agua;4.51;16-07-1968;X de Los Lagos;Purranque
55062-68569-FM;mal olor;19.63;18-06-2015;VI del Libertador General Bernardo O'Higgins;San Fernando
64990-44643-GH;destruccion del medio ambiente;26.12;19-07-1979;VI del Libertador General Bernardo O'Higgins;Paredones
42361-715-FE;contaminacion del aire;18.82;14-10-1982;VI del Libertador General Bernardo O'Higgins;La Estrella
1466-97111-ND;mal olor;32.89;03-01-1962;VII del Maule;San Rafael
58682-65715-DD;mal olor;0.18;23-11-2009;X de Los Lagos;Castro
79593-34018-FO;destruccion del medio ambiente;40.32;28-07-2011;X de Los Lagos;Ancud
75279-29363-BJ;plagas;33.74;14-10-2015;II de Antofagasta;Ollague
23061-25928-KA;radiacion;49.35;28-01-2006;IX de La Araucania;Curarrehue
18167-61950-KA;contaminacion de suelo;4.2;31-07-1999;IX de La Araucania;Cunco
90417-49954-DO;contaminacion del aire;16.81;09-07-1981;IX de La Araucania;Perquenco
30408-54415-HB;contaminacion de agua;35.36;04-04-1992;Metropolitana de Santiago;La Reina
40050-27783-OL;destruccion del medio ambiente;3.26;01-11-1984;VIII del Bio-Bio;Penco
79781-25957-AH;radiacion;4.21;04-03-2019;X de Los Lagos;San Juan de la Costa
15892-10416-DO;destruccion del medio ambiente;42.99;20-04-2017;X de Los Lagos;Puerto Octay
61158-15014-LO;contaminacion de suelo;42.52;02-04-1995;IX de La Araucania;Puren
34144-85334-BB;contaminacion de suelo;1.69;09-05-2011;X de Los Lagos;San Pablo
61846-73922-AO;ruido;19.05;07-04-2019;XII de Magallanes y de La Antartica Chilena;Timaukel
37463-24706-HO;contaminacion de agua;19.35;21-06-1986;V de Valparaiso;Quilpue
51907-9523-KG;contaminacion de suelo;16.05;30-07-1999;VI del Libertador General Bernardo O'Higgins;Coltauco
7944-15807-BB;contaminacion de agua;22.49;27-05-2011;XII de Magallanes y de La Antartica Chilena;Natales
45353-78382-KB;contaminacion de suelo;25.95;22-01-1992;XII de Magallanes y de La Antartica Chilena;Porvenir
16652-52996-LM;radiacion;5.26;12-08-2019;VIII del Bio-Bio;Concepcion
37512-58414-FO;mal olor;45.85;23-07-2018;XIV de Los Rios;Futrono
24102-68587-BK;contaminacion de suelo;30.86;21-09-2010;VIII del Bio-Bio;Lota
83950-49789-AB;contaminacion de suelo;12.46;14-05-1978;XIV de Los Rios;Lanco
84567-54499-BD;contaminacion de suelo;36.98;14-01-2017;X de Los Lagos;Puyehue
37431-35733-OF;mal olor;16.51;11-04-1983;IX de La Araucania;Pucon
87294-73243-FN;contaminacion de agua;34.19;12-12-2016;VI del Libertador General Bernardo O'Higgins;Pichilemu
50893-82915-HK;plagas;47.25;23-05-2011;XII de Magallanes y de La Antartica Chilena;Punta Arenas
98388-94458-FI;contaminacion de suelo;38.94;29-11-1982;VI del Libertador General Bernardo O'Higgins;Santa Cruz
1209-31982-BA;destruccion del medio ambiente;5.54;13-03-2018;V de Valparaiso;Quintero
29581-51941-IE;contaminacion de agua;3.69;24-12-2017;Metropolitana de Santiago;Cerro Navia
47889-30892-AI;plagas;27.24;16-03-2015;I de Tarapaca;Pozo Almonte
17777-49073-KL;contaminacion de suelo;16.65;30-05-2001;VIII del Bio-Bio;Hualqui
41375-30060-HJ;contaminacion de agua;29.17;03-08-2019;V de Valparaiso;Cabildo
10588-42890-OF;contaminacion de agua;4.27;15-03-2014;V de Valparaiso;Quillota
54942-47911-EB;contaminacion de suelo;48.17;16-12-1989;X de Los Lagos;Fresia
88403-244-NK;plagas;8;12-10-2018;VI del Libertador General Bernardo O'Higgins;Litueche
13883-27872-IM;mal olor;2.4;01-01-1974;V de Valparaiso;Catemu
81553-55633-BJ;contaminacion de la cadena trofica;42.11;28-01-2009;VII del Maule;San Rafael
92117-2876-FI;contaminacion de agua;3.54;22-10-1997;Metropolitana de Santiago;Lampa
86698-12532-HD;destruccion del medio ambiente;17.96;25-12-1992;XII de Magallanes y de La Antartica Chilena;Porvenir
49986-31880-ID;contaminacion de agua;4.31;24-06-1983;XII de Magallanes y de La Antartica Chilena;Antartica
93025-26854-BF;mal olor;25.09;24-12-1992;Metropolitana de Santiago;Quilicura
96215-57859-EG;contaminacion de agua;19.1;02-05-1963;V de Valparaiso;Villa Alemana
91792-81470-DH;radiacion;11.76;12-05-2017;V de Valparaiso;Quilpue
94838-88999-AB;ruido;25.82;13-01-1961;IX de La Araucania;Pitrufquen
18359-82403-OO;ruido;39.36;09-09-2012;VI del Libertador General Bernardo O'Higgins;San Vicente
48269-41934-KJ;radiacion;26.51;09-11-1989;XII de Magallanes y de La Antartica Chilena;Punta Arenas
98184-58249-DL;ruido;40.89;07-05-1972;V de Valparaiso;Puchuncavi
94680-40398-KH;contaminacion del aire;0.49;16-08-1970;VI del Libertador General Bernardo O'Higgins;Doñihue
64672-62467-KB;radiacion;28.65;18-01-1988;Metropolitana de Santiago;La Cisterna
8762-93190-GH;mal olor;0.43;01-05-2008;VI del Libertador General Bernardo O'Higgins;Machali
16944-9298-LK;mal olor;41.66;28-04-1992;XII de Magallanes y de La Antartica Chilena;Primavera
7339-16543-II;contaminacion de suelo;29.07;23-08-1992;X de Los Lagos;San Pablo
2773-75627-HJ;radiacion;41.58;29-03-2009;VIII del Bio-Bio;Curanilahue
52239-51495-GE;radiacion;22.22;12-09-2008;I de Tarapaca;Colchane
92215-99234-FA;mal olor;45.59;09-03-1985;II de Antofagasta;Calama
59871-11964-EJ;contaminacion de suelo;49.61;10-11-2011;XVI de Ñuble;Ranquil
94401-45709-OL;contaminacion de suelo;31.41;21-05-2019;Metropolitana de Santiago;Quilicura
64806-46711-LA;contaminacion de la cadena trofica;14.87;27-04-2011;VI del Libertador General Bernardo O'Higgins;Rengo
65543-44345-JM;mal olor;49.81;28-12-2011;Metropolitana de Santiago;Independencia
63509-12678-OM;ruido;6.17;26-11-2006;II de Antofagasta;Ollague
95764-22134-NM;radiacion;27.06;24-05-1966;XI de Aysen del General Carlos Ibañez del Campo;Guaitecas
3683-92307-BH;contaminacion de agua;2.31;02-10-2010;III de Atacama;Tierra Amarilla
61847-19630-AA;mal olor;1.29;07-08-1999;VI del Libertador General Bernardo O'Higgins;Doñihue
45659-8799-AM;contaminacion de la cadena trofica;14.21;23-07-1975;VII del Maule;Villa Alegre
39281-3655-LK;contaminacion de suelo;45.14;14-04-2017;XIV de Los Rios;Corral
11384-86098-BB;mal olor;40.67;25-10-2001;XVI de Ñuble;San Ignacio
80259-29423-FL;destruccion del medio ambiente;23.93;18-10-1982;IV de Coquimbo;Punitaqui
71011-67134-KF;radiacion;39.73;27-07-2014;V de Valparaiso;San Esteban
68231-78563-LF;contaminacion de agua;21.11;06-06-2011;V de Valparaiso;Hijuelas
65618-90635-LA;plagas;40;20-06-2012;III de Atacama;Copiapo
9578-46649-BA;contaminacion de la cadena trofica;33.37;21-11-1972;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
97119-19165-IG;destruccion del medio ambiente;45.33;19-06-2015;IX de La Araucania;Lumaco
87635-50837-DH;contaminacion del aire;45.58;26-02-2001;IX de La Araucania;Pitrufquen
25494-70720-KH;plagas;0.84;20-05-2013;VII del Maule;Empedrado
68584-39304-DB;destruccion del medio ambiente;30.31;08-03-2012;IX de La Araucania;Traiguen
44178-3334-DF;contaminacion de agua;46.93;19-07-2011;VII del Maule;Parral
54099-793-LA;destruccion del medio ambiente;7.99;17-05-1974;VII del Maule;San Clemente
68657-87575-HF;contaminacion de la cadena trofica;19.93;07-03-2011;VII del Maule;Hualañe
93419-66644-OF;contaminacion del aire;45.91;09-08-2016;VIII del Bio-Bio;Talcahuano
67553-99431-BD;contaminacion de la cadena trofica;31.51;22-12-2011;X de Los Lagos;Puerto Octay
302-8001-MO;contaminacion del aire;45.64;18-11-2000;X de Los Lagos;Quinchao
61285-94222-DM;plagas;32.91;08-01-2018;Metropolitana de Santiago;Curacavi
63888-8353-LI;contaminacion de la cadena trofica;7.87;11-02-2012;VIII del Bio-Bio;Negrete
59341-14105-KM;contaminacion de agua;32.82;18-11-1998;VI del Libertador General Bernardo O'Higgins;Litueche
36479-58363-ML;contaminacion de suelo;47.83;10-08-2011;IX de La Araucania;Traiguen
13525-26202-GB;contaminacion de agua;33.74;02-08-2019;IX de La Araucania;Temuco
20490-24631-KG;radiacion;7.06;11-09-1997;Metropolitana de Santiago;Curacavi
42565-60409-FE;destruccion del medio ambiente;36.14;02-09-2015;XVI de Ñuble;Quillon
51012-14860-FB;plagas;8.9;20-01-2017;V de Valparaiso;Los Andes
35449-87321-BK;contaminacion del aire;12.71;20-05-1995;VIII del Bio-Bio;Hualpen
99796-59570-EI;contaminacion de suelo;1.44;20-01-2002;Metropolitana de Santiago;San Miguel
62679-5877-LK;contaminacion de suelo;11.66;19-11-2007;III de Atacama;Tierra Amarilla
21926-38003-OO;contaminacion de agua;41.92;25-12-2017;VII del Maule;Talca
48115-75200-FA;plagas;17.33;17-04-2019;XVI de Ñuble;Yungay
37493-60387-LI;mal olor;40.23;09-03-1998;I de Tarapaca;Iquique
15841-61921-HD;ruido;1.37;24-08-1993;XVI de Ñuble;Chillan
14442-10193-EH;plagas;46.39;01-05-2004;VI del Libertador General Bernardo O'Higgins;Olivar
68885-53167-MA;destruccion del medio ambiente;35.84;19-01-2009;IX de La Araucania;Tolten
96092-22475-OB;ruido;16.99;05-04-1999;VIII del Bio-Bio;Negrete
58609-20839-HK;destruccion del medio ambiente;42.19;25-04-2007;Metropolitana de Santiago;Recoleta
54000-62014-BE;contaminacion del aire;17.82;24-04-1995;V de Valparaiso;Concon
12024-11125-JL;plagas;39.53;22-08-2017;XVI de Ñuble;Ninhue
25976-64471-EE;contaminacion de la cadena trofica;29.95;06-06-1992;II de Antofagasta;Taltal
4378-28707-FJ;plagas;11.39;17-10-2001;VII del Maule;Maule
30608-42649-AJ;contaminacion de la cadena trofica;29.74;11-09-1988;V de Valparaiso;Viña del Mar
46664-14160-HM;contaminacion de suelo;3.25;15-04-2016;XI de Aysen del General Carlos Ibañez del Campo;Rio Ibañez
57740-44-IF;radiacion;6.55;14-01-2019;XII de Magallanes y de La Antartica Chilena;Laguna Blanca
2989-12513-EJ;contaminacion de la cadena trofica;45.9;15-06-2013;IX de La Araucania;Villarrica
37370-94502-GO;radiacion;23.07;16-10-2017;Metropolitana de Santiago;La Pintana
40155-12010-NL;contaminacion de agua;7.14;26-01-1998;XVI de Ñuble;Chillan
36497-18312-BM;contaminacion de la cadena trofica;31.81;27-08-1993;IX de La Araucania;Cholchol
73505-85256-NI;radiacion;20.27;07-11-1997;V de Valparaiso;Los Andes
47060-68549-FK;contaminacion del aire;43.29;13-06-1999;X de Los Lagos;San Juan de la Costa
44694-67568-NH;ruido;38.88;14-11-2004;Metropolitana de Santiago;San Jose de Maipo
64399-30154-GE;radiacion;12.08;13-02-2009;VI del Libertador General Bernardo O'Higgins;Coltauco
29692-90347-HA;contaminacion de suelo;24.88;10-03-2013;V de Valparaiso;Isla de Pascua
65401-54656-LA;contaminacion de agua;25.52;08-02-2019;XVI de Ñuble;Portezuelo
89976-2222-IA;contaminacion de agua;30.09;18-12-1969;VI del Libertador General Bernardo O'Higgins;Palmilla
53059-1069-OL;contaminacion de agua;22.89;01-05-1965;VI del Libertador General Bernardo O'Higgins;Pichilemu
52872-79346-AL;contaminacion del aire;46.73;16-07-2017;Metropolitana de Santiago;Macul
57013-34587-NM;radiacion;31.88;27-02-2016;IX de La Araucania;Galvarino
74347-73923-EM;radiacion;37.47;19-01-2005;VII del Maule;San Javier
62554-70076-FF;radiacion;3.15;01-09-1974;Metropolitana de Santiago;Lampa
54817-49681-NB;contaminacion de suelo;42.1;12-07-2006;V de Valparaiso;Zapallar
69147-84118-FJ;plagas;18.21;10-10-2017;VI del Libertador General Bernardo O'Higgins;Rancagua
73549-82768-JD;contaminacion de suelo;39.87;21-07-1983;XVI de Ñuble;Ñiquen
79509-41745-OG;contaminacion de agua;35.58;03-04-2009;VI del Libertador General Bernardo O'Higgins;Chepica
76665-91402-NB;ruido;38.26;14-12-2016;VIII del Bio-Bio;Lebu
89363-76475-KN;destruccion del medio ambiente;4.55;25-06-2011;VI del Libertador General Bernardo O'Higgins;Litueche
